0,Nome,0,Empresa,Departamento,0.00
3048,Seth L. Singleton,26,Macromedia,Tech Support,3014.00
3056,Pascale C. Wilder,46,Finale,Quality Assurance,4673.00
3059,Colby V. Franco,58,Borland,Customer Service,5502.00
3065,Ruby W. Stanley,59,Google,Quality Assurance,7646.00
3066,Vladimir P. Madden,21,Cakewalk,Media Relations,1868.00
3075,Timothy F. Erickson,34,Borland,Accounting,8296.00
3077,Jonah E. Mckee,68,Microsoft,Customer Service,1201.00
3086,Steel Q. Boyle,36,Apple Systems,Human Resources,7739.00
3089,Colt B. Short,41,Altavista,Public Relations,1548.00
3109,Mary L. Joyner,47,Apple Systems,Media Relations,4930.00
3115,Anika K. Singleton,21,Google,Public Relations,4350.00
3155,Latifah P. Ellison,39,Sibelius,Advertising,3156.00
3160,Sylvia N. Vega,59,Macromedia,Media Relations,1310.00
3166,Cathleen G. Potts,60,Lavasoft,Sales and Marketing,2773.00
3180,Lee Y. Mckay,41,Chami,Customer Relations,7519.00
3184,Clementine E. Michael,65,Adobe,Research and Development,7206.00
3188,Quynn V. Oconnor,56,Cakewalk,Tech Support,8622.00
3197,Dustin Z. Vega,65,Apple Systems,Payroll,1772.00
3203,Frances P. Shaffer,55,Chami,Public Relations,5178.00
3204,Wallace U. Watson,65,Yahoo,Media Relations,7895.00
3219,Medge D. Coffey,33,Lycos,Sales and Marketing,7668.00
3233,Althea O. Riddle,67,Macromedia,Research and Development,6262.00
3236,Tanek B. Garner,28,Sibelius,Legal Department,6373.00
3240,Wynne W. Navarro,68,Microsoft,Advertising,2884.00
3254,Porter Q. Joseph,39,Adobe,Advertising,3571.00
3258,Patricia S. Ross,43,Altavista,Human Resources,3509.00
3270,Susan R. Barrera,20,Apple Systems,Asset Management,4260.00
3274,Meghan Z. Ewing,33,Altavista,Research and Development,4299.00
3287,Willow A. Cash,31,Google,Payroll,4373.00
3292,Elizabeth E. Guzman,49,Macromedia,Advertising,4224.00
3301,Quyn I. Winters,20,Adobe,Advertising,6158.00
3305,Kelsey H. Chan,54,Microsoft,Tech Support,9759.00
3316,Cyrus Q. Joyner,36,Google,Human Resources,9455.00
3326,Bell F. Mueller,53,Altavista,Accounting,4181.00
3329,Daquan Q. Wilson,21,Microsoft,Asset Management,2444.00
3330,Ava Y. Reese,61,Finale,Media Relations,1282.00
3331,Veda C. Crosby,22,Borland,Payroll,6897.00
3334,Coby B. Baird,24,Sibelius,Legal Department,9987.00
3337,Farrah E. Decker,37,Borland,Finances,6114.00
3338,Alexa T. Cotton,38,Sibelius,Human Resources,8198.00
3346,Keely P. Rowland,55,Altavista,Tech Support,1333.00
3351,Fallon Y. Jones,62,Chami,Advertising,3522.00
3352,Wesley L. Pugh,42,Finale,Public Relations,7117.00
3354,Serina S. Strickland,44,Chami,Quality Assurance,2789.00
3361,Linus B. Fuller,37,Finale,Research and Development,8188.00
3365,Nora Z. Young,43,Yahoo,Sales and Marketing,5456.00
3369,Mollie N. Talley,39,Yahoo,Finances,5524.00
3372,Clarke E. Browning,56,Google,Accounting,8683.00
3374,Cynthia I. Sullivan,36,Apple Systems,Quality Assurance,7968.00
3375,Irene V. Winters,32,Cakewalk,Sales and Marketing,6165.00
3390,Lilah N. Dawson,26,Borland,Customer Service,9182.00
3395,Kaseem C. Holt,55,Microsoft,Asset Management,5928.00
3397,Diana B. Murphy,45,Chami,Legal Department,2071.00
3404,Howard W. Fischer,60,Cakewalk,Quality Assurance,6884.00
3412,Bethany P. Hendrix,54,Yahoo,Public Relations,3758.00
3422,Robert V. Walters,45,Sibelius,Legal Department,4612.00
3426,Galvin S. Bauer,62,Lycos,Finances,3561.00
3427,Donna E. Ford,56,Sibelius,Accounting,4936.00
3432,Tanner B. Sanford,34,Apple Systems,Customer Service,7637.00
3437,Guy T. Stewart,23,Lavasoft,Media Relations,2424.00
3438,Sonya E. Whitaker,55,Apple Systems,Media Relations,2239.00
3439,Quemby G. Arnold,23,Microsoft,Tech Support,7307.00
3442,Byron S. Cline,46,Cakewalk,Public Relations,7574.00
3444,Emmanuel D. Powell,51,Apple Systems,Customer Service,2298.00
3464,Amena F. Acosta,22,Macromedia,Asset Management,6050.00
3467,Keely G. Rollins,27,Lavasoft,Asset Management,3882.00
3483,Noelani S. Griffith,54,Sibelius,Payroll,7904.00
3485,Mia C. Dunn,18,Finale,Customer Relations,1668.00
3486,Forrest F. Goff,51,Cakewalk,Tech Support,3853.00
3499,Remedios K. Petty,51,Finale,Public Relations,4231.00
3513,Zane R. Mcmahon,36,Adobe,Asset Management,8731.00
3520,Phillip U. Little,36,Borland,Public Relations,8450.00
3522,Ishmael Y. Terry,36,Chami,Asset Management,1302.00
3525,Abraham H. Mcknight,69,Microsoft,Advertising,3300.00
3526,Urielle T. Albert,20,Sibelius,Finances,5292.00
3535,Noel A. Ramsey,59,Cakewalk,Tech Support,2169.00
3538,Elizabeth M. Faulkner,42,Apple Systems,Public Relations,9800.00
3543,Wesley X. Mccray,58,Lavasoft,Legal Department,7951.00
3552,Cullen H. Grimes,36,Microsoft,Asset Management,2559.00
3555,Indira C. William,23,Apple Systems,Research and Development,5376.00
3565,Sasha A. Tyson,60,Microsoft,Media Relations,6205.00
3573,Chava Y. Knapp,22,Lavasoft,Customer Service,7024.00
3587,Ryder B. Sparks,39,Altavista,Finances,4232.00
3590,Wilma V. Nichols,63,Google,Tech Support,7846.00
3594,Wang K. Boyer,29,Altavista,Quality Assurance,4201.00
3595,Porter E. Bender,49,Chami,Payroll,8554.00
3598,Sydnee Z. Mccormick,30,Borland,Advertising,7305.00
3610,Suki H. Stout,45,Sibelius,Human Resources,4139.00
3616,Charde I. Underwood,69,Finale,Asset Management,8789.00
3624,Taylor D. Perez,62,Apple Systems,Customer Service,6965.00
3629,Benedict A. Velasquez,28,Macromedia,Public Relations,1621.00
3632,Keefe F. Mcmahon,29,Yahoo,Customer Service,9501.00
3633,Ila Q. Ingram,55,Sibelius,Accounting,6738.00
3640,Cynthia Y. Guzman,69,Apple Systems,Legal Department,6091.00
3646,Jermaine C. Cabrera,58,Finale,Advertising,7401.00
3648,Jonas M. Bender,53,Cakewalk,Customer Relations,4401.00
3655,Noelani H. Wilkinson,27,Borland,Tech Support,4733.00
3662,Bert V. Vargas,60,Finale,Payroll,3448.00
3668,Stuart T. Justice,25,Sibelius,Human Resources,8339.00
3710,Larissa P. Rogers,33,Altavista,Legal Department,1249.00
3711,Libby I. Foley,27,Lycos,Tech Support,8691.00
3726,Ralph J. Daniel,48,Macromedia,Public Relations,3413.00
3736,Josephine D. Melendez,63,Lycos,Asset Management,5644.00
3756,Sydnee J. Bond,36,Lycos,Customer Relations,1269.00
3758,Steel H. Webster,18,Microsoft,Media Relations,9922.00
3778,Howard E. Glass,67,Finale,Media Relations,5033.00
3779,Daniel F. Hendricks,25,Adobe,Tech Support,9977.00
3787,Wanda N. Sweeney,33,Adobe,Payroll,2131.00
3789,Jason K. Gillespie,70,Chami,Human Resources,4900.00
3793,Xavier H. Wilder,69,Sibelius,Accounting,8573.00
3806,Arden Q. Daniel,68,Cakewalk,Payroll,8234.00
3808,Emma V. Bell,24,Lycos,Accounting,2816.00
3812,Anne Q. Luna,24,Finale,Accounting,6613.00
3820,Kuame S. Duke,28,Finale,Legal Department,4925.00
3822,Knox Z. Mcfadden,64,Cakewalk,Quality Assurance,3724.00
3825,Ronan A. Bentley,31,Finale,Tech Support,4943.00
3828,Stella F. Schneider,35,Cakewalk,Customer Relations,8444.00
3829,Tiger C. Barron,21,Finale,Asset Management,6901.00
3832,Uriel V. Kim,55,Microsoft,Customer Relations,4105.00
3837,Joelle R. Shaw,44,Finale,Payroll,9028.00
3840,Leigh X. Carr,59,Sibelius,Customer Service,4037.00
3843,Alana Z. Wagner,70,Yahoo,Quality Assurance,1649.00
3847,Bertha U. Christian,30,Altavista,Tech Support,6546.00
3863,Amber J. Lambert,57,Microsoft,Research and Development,4902.00
3866,Hoyt V. Hester,21,Chami,Payroll,4705.00
3874,Hyacinth Y. Levine,23,Microsoft,Payroll,9493.00
3881,Tallulah R. Pittman,38,Google,Tech Support,5197.00
3889,Mohammad B. Marks,62,Apple Systems,Research and Development,2940.00
3899,Samuel S. Parks,31,Chami,Advertising,1412.00
3906,Felicia R. Wiley,47,Microsoft,Customer Relations,6535.00
3910,Xander S. Berger,36,Adobe,Public Relations,8011.00
3913,Francesca S. Murray,69,Lavasoft,Tech Support,1887.00
3934,Tanner P. Rhodes,54,Adobe,Media Relations,4302.00
3936,Sonya L. Chase,63,Google,Payroll,3901.00
3945,Ryan M. Avila,40,Yahoo,Finances,1353.00
3946,Moana U. Ford,24,Sibelius,Human Resources,8309.00
3954,Gannon V. Howell,46,Apple Systems,Payroll,9235.00
3960,Madeline P. French,35,Microsoft,Payroll,7678.00
3961,Nathaniel Q. Horton,50,Google,Legal Department,5998.00
3970,Quinlan W. Tillman,30,Lycos,Legal Department,5436.00
3974,Portia U. Donovan,18,Cakewalk,Advertising,9574.00
3991,Macey U. Haney,69,Adobe,Research and Development,2602.00
3992,Autumn H. Bush,29,Borland,Customer Relations,4156.00
3996,Ashely Q. Hardin,38,Lycos,Accounting,1092.00
4013,Sylvester Y. Walsh,21,Borland,Tech Support,4070.00
4015,Quintessa F. Bradford,58,Cakewalk,Quality Assurance,3418.00
4026,Derek A. Blevins,36,Chami,Quality Assurance,7092.00
4029,Anthony D. Gonzalez,55,Yahoo,Customer Service,9029.00
4047,Amber B. Kane,68,Lycos,Payroll,6003.00
4058,Kareem P. Vaughn,68,Apple Systems,Tech Support,4070.00
4068,Alfonso W. Cooper,50,Lycos,Tech Support,3765.00
4071,Hiram F. George,35,Chami,Finances,2439.00
4078,Reagan C. Brock,30,Google,Sales and Marketing,5979.00
4083,Amity F. Sellers,20,Adobe,Customer Relations,6201.00
4091,Flynn H. Ball,67,Adobe,Advertising,4863.00
4092,Martena M. Horton,20,Lycos,Customer Service,3767.00
4097,Penelope Y. Norris,42,Lavasoft,Research and Development,7521.00
4100,Lenore C. Yang,26,Altavista,Asset Management,4108.00
4102,Aladdin Z. Rich,35,Sibelius,Asset Management,1312.00
4119,Whoopi J. Lancaster,69,Altavista,Sales and Marketing,8446.00
4122,Ayanna Z. Roth,37,Microsoft,Human Resources,7836.00
4130,Barclay X. Hamilton,69,Macromedia,Customer Relations,6595.00
4138,Byron F. Joseph,40,Lycos,Payroll,2100.00
4151,Ronan C. Osborn,51,Altavista,Advertising,8120.00
4194,Ross T. Gallegos,60,Borland,Asset Management,9316.00
4198,Aurora P. Davidson,64,Macromedia,Customer Service,3222.00
4201,Hayfa U. Hanson,28,Altavista,Public Relations,2298.00
4217,Emerson H. Warner,33,Sibelius,Finances,3396.00
4241,Lester Y. Meyers,66,Yahoo,Public Relations,3782.00
4242,Delilah X. Gordon,51,Lycos,Customer Service,1423.00
4253,Wynne R. Mosley,38,Google,Payroll,2661.00
4263,Sade U. Lucas,25,Apple Systems,Advertising,5126.00
4273,Patience H. Hall,50,Cakewalk,Advertising,5080.00
4284,Francesca E. Levine,59,Finale,Advertising,8241.00
4287,Jackson S. Webster,45,Altavista,Customer Relations,2185.00
4289,Latifah Z. Brown,64,Adobe,Media Relations,4987.00
4301,Octavia Z. Moran,36,Yahoo,Research and Development,8961.00
4308,Wade D. Hays,57,Chami,Customer Relations,8972.00
4314,Clayton W. Palmer,62,Altavista,Research and Development,2799.00
4329,Nehru W. Beck,57,Adobe,Sales and Marketing,4847.00
4331,Megan F. Chandler,25,Yahoo,Research and Development,9849.00
4333,Roary A. Rivers,32,Microsoft,Accounting,3639.00
4340,Erin U. Allen,54,Macromedia,Legal Department,2312.00
4341,Paloma J. Parrish,22,Lycos,Human Resources,6075.00
4350,Michael E. Nash,43,Finale,Sales and Marketing,2071.00
4358,Shelley T. Barron,68,Borland,Media Relations,7768.00
4363,Jamal H. Dejesus,66,Cakewalk,Accounting,9444.00
4365,Ariana Y. Reese,22,Chami,Payroll,5640.00
4369,Hammett P. Short,65,Microsoft,Customer Service,7476.00
4377,Chelsea H. Ferrell,20,Microsoft,Advertising,7327.00
4380,Kyle K. Houston,32,Borland,Accounting,2238.00
4383,Wing Z. Copeland,28,Altavista,Research and Development,9059.00
4387,Charissa I. Fitzgerald,36,Lavasoft,Media Relations,5798.00
4391,Fiona N. Booth,31,Borland,Legal Department,1388.00
4398,Phoebe A. Fowler,37,Finale,Asset Management,3629.00
4399,Veronica V. Best,33,Microsoft,Public Relations,2899.00
4409,Brianna V. Downs,22,Google,Asset Management,7461.00
4413,Gemma O. Spencer,64,Borland,Quality Assurance,7722.00
4414,Brielle U. York,60,Adobe,Customer Service,9531.00
4421,Fredericka R. Frost,40,Microsoft,Asset Management,1603.00
4429,Hilary L. Mcfadden,62,Yahoo,Customer Relations,3918.00
4438,Jamal U. England,64,Sibelius,Quality Assurance,7830.00
4446,Odessa H. Gomez,40,Google,Sales and Marketing,3327.00
4448,Mary I. Jefferson,44,Sibelius,Media Relations,8045.00
4455,Amos U. Emerson,42,Macromedia,Asset Management,6620.00
4459,Jena K. Dudley,31,Borland,Finances,3286.00
4472,Jelani Z. Moss,69,Yahoo,Research and Development,9934.00
4475,Athena Q. Cantu,46,Yahoo,Customer Service,1887.00
4492,Brynn A. Moody,24,Cakewalk,Sales and Marketing,3999.00
4495,Micah N. Randolph,34,Macromedia,Customer Service,8660.00
4496,Macaulay C. Lynch,24,Altavista,Public Relations,7251.00
4500,Angelica X. Noble,63,Sibelius,Customer Relations,5387.00
4503,Mark A. Rivera,51,Adobe,Legal Department,9256.00
4519,Luke N. Mayo,43,Lycos,Public Relations,3372.00
4522,Alfreda D. Flores,60,Microsoft,Quality Assurance,4358.00
4524,Brent Q. Livingston,48,Microsoft,Legal Department,5909.00
4526,Dorian A. Wolf,55,Apple Systems,Asset Management,6554.00
4527,Kylee X. Santos,20,Cakewalk,Research and Development,2323.00
4531,Quyn G. Madden,70,Cakewalk,Media Relations,3595.00
4540,Tara T. Vasquez,38,Yahoo,Tech Support,3958.00
4541,Ralph U. Obrien,51,Google,Public Relations,9495.00
4544,Blaine R. Dunlap,63,Borland,Legal Department,6980.00
4550,Carol M. Hodges,54,Finale,Research and Development,2029.00
4551,Reagan Z. Harrison,38,Finale,Human Resources,6533.00
4556,Montana G. Berg,45,Adobe,Tech Support,2603.00
4560,Mark L. Hardin,54,Google,Finances,3588.00
4576,Courtney A. Malone,40,Apple Systems,Customer Relations,1887.00
4585,Laurel U. Leonard,42,Altavista,Quality Assurance,7153.00
4594,Burke I. Padilla,58,Yahoo,Payroll,2523.00
4599,Zephr K. Hardy,18,Lycos,Media Relations,8866.00
4601,Sean T. White,40,Lycos,Finances,6239.00
4609,Quynn E. Parker,64,Finale,Payroll,5346.00
4621,Mannix C. Meadows,58,Altavista,Customer Relations,7483.00
4622,Kellie A. Pugh,33,Adobe,Advertising,7563.00
4627,Blossom E. Guerrero,26,Adobe,Media Relations,8754.00
4641,Adrian Q. Warner,57,Microsoft,Media Relations,1408.00
4651,Malachi X. Bridges,30,Google,Human Resources,6370.00
4655,Yoshio C. Casey,40,Lavasoft,Public Relations,6073.00
4657,Nomlanga A. Colon,59,Sibelius,Customer Relations,3833.00
4658,Kylynn N. Walsh,25,Google,Customer Service,7761.00
4665,Wayne H. Snider,32,Finale,Research and Development,8159.00
4676,Harding X. Mosley,61,Lavasoft,Tech Support,6512.00
4677,Rana H. Shepherd,54,Chami,Quality Assurance,1137.00
4695,Callie Q. Anderson,53,Lycos,Research and Development,6971.00
4699,Kirestin S. Barton,69,Microsoft,Advertising,7878.00
4703,Keaton J. Haynes,54,Macromedia,Research and Development,9528.00
4705,Candace H. Craig,43,Lycos,Quality Assurance,3312.00
4717,Kenyon U. Ward,57,Finale,Finances,5796.00
4720,Mufutau G. Emerson,48,Lycos,Human Resources,1717.00
4732,Hunter H. Witt,61,Cakewalk,Media Relations,4636.00
4733,Akeem E. Barnes,56,Google,Sales and Marketing,4800.00
4742,Malcolm T. Roman,35,Adobe,Asset Management,8940.00
4743,Aaron J. Barnes,40,Cakewalk,Quality Assurance,4827.00
4773,Darryl F. Galloway,23,Google,Payroll,8049.00
4777,Buffy R. Williamson,21,Borland,Customer Relations,8922.00
4779,Vance V. Emerson,18,Apple Systems,Quality Assurance,8385.00
4781,Curran V. Montoya,47,Chami,Accounting,7856.00
4784,Lane V. Sandoval,35,Sibelius,Finances,3419.00
4791,Omar E. Chen,69,Yahoo,Sales and Marketing,4945.00
4795,Amelia X. Case,25,Lavasoft,Advertising,1321.00
4806,Merrill S. Winters,42,Apple Systems,Tech Support,6207.00
4807,Neve O. Harvey,69,Lavasoft,Public Relations,2956.00
4808,Axel Z. Hardin,38,Apple Systems,Advertising,6673.00
4815,Talon J. Brennan,21,Yahoo,Legal Department,3574.00
4816,Dahlia N. Lawson,33,Lycos,Customer Relations,2812.00
4817,Audra R. Ratliff,32,Cakewalk,Asset Management,7547.00
4824,Lee T. Aguilar,25,Microsoft,Tech Support,9268.00
4829,Adele I. Byrd,29,Google,Sales and Marketing,6009.00
4831,Jermaine R. Stokes,24,Chami,Legal Department,7140.00
4837,Germane U. Joyner,46,Finale,Asset Management,3447.00
4851,Lyle L. Oneill,69,Adobe,Media Relations,6778.00
4854,Timon L. Dyer,42,Borland,Accounting,2094.00
4855,Elliott R. Sharp,45,Chami,Tech Support,3891.00
4865,Teagan S. Conner,27,Chami,Sales and Marketing,4429.00
4867,Peter Z. Monroe,24,Apple Systems,Advertising,3547.00
4868,Camilla C. Osborn,29,Macromedia,Legal Department,1967.00
4886,Mikayla Q. Ferrell,32,Adobe,Customer Relations,6575.00
4896,Hannah Y. Chen,66,Google,Advertising,9536.00
4899,Kelsie G. Lancaster,61,Google,Media Relations,8163.00
4920,Rhoda C. Wade,50,Chami,Sales and Marketing,6811.00
4921,Avram P. Jarvis,37,Adobe,Asset Management,1765.00
4924,Bryar E. Delacruz,36,Chami,Sales and Marketing,9895.00
4925,Thane M. Kelly,55,Altavista,Accounting,2002.00
4930,Kane Y. Davenport,56,Lavasoft,Asset Management,8945.00
4934,Quentin G. Frazier,68,Sibelius,Research and Development,3352.00
4935,Emery L. Moody,49,Microsoft,Tech Support,4867.00
4938,Randall M. Mejia,52,Macromedia,Finances,3679.00
4943,Brenden A. Bishop,19,Microsoft,Research and Development,7394.00
4952,Quinn Z. Whitley,65,Lavasoft,Sales and Marketing,6318.00
4953,Jermaine T. Kane,62,Lavasoft,Human Resources,9538.00
4961,Kameko Z. Mcconnell,52,Altavista,Public Relations,3560.00
4964,Wade F. Clemons,54,Apple Systems,Public Relations,7208.00
4973,Boris L. Gill,36,Adobe,Tech Support,4952.00
4985,Cathleen C. Lott,55,Adobe,Legal Department,8200.00
4999,Emerald K. Rodriquez,21,Google,Customer Relations,4543.00
5013,Abraham A. Vega,28,Yahoo,Tech Support,5206.00
5014,Clark N. Travis,66,Cakewalk,Customer Service,9946.00
5029,Alexander X. Mendez,37,Finale,Media Relations,6964.00
5040,Troy Z. Garcia,58,Cakewalk,Payroll,3835.00
5046,Quincy E. Rosario,60,Chami,Quality Assurance,4399.00
5049,Russell T. Martin,53,Sibelius,Human Resources,9330.00
5051,Nola H. Campos,37,Sibelius,Payroll,7022.00
5065,Plato R. Eaton,56,Google,Media Relations,1336.00
5069,George M. Love,19,Macromedia,Advertising,3820.00
5080,Gisela Q. Ortiz,34,Chami,Accounting,3767.00
5090,Charde P. Potts,39,Cakewalk,Human Resources,8704.00
5102,Kessie L. Bauer,55,Yahoo,Media Relations,2687.00
5104,Kaitlin G. Lopez,55,Microsoft,Quality Assurance,6897.00
5110,Kylan G. Webb,61,Borland,Payroll,2074.00
5112,Bryar T. Schultz,42,Cakewalk,Advertising,1550.00
5116,Raymond K. Love,69,Google,Sales and Marketing,3047.00
5119,Serina A. Thornton,39,Borland,Public Relations,8926.00
5120,Quynn Q. Hogan,65,Sibelius,Media Relations,5762.00
5127,Jerry D. Jefferson,43,Yahoo,Accounting,1572.00
5132,Honorato A. Powers,56,Sibelius,Human Resources,6260.00
5149,Jordan D. Ashley,51,Chami,Accounting,3501.00
5150,Ivan B. Austin,54,Lavasoft,Tech Support,2872.00
5151,Ebony K. Clements,30,Altavista,Legal Department,3766.00
5160,Edward P. Fulton,56,Yahoo,Advertising,9335.00
5174,Evangeline T. Osborne,43,Lavasoft,Tech Support,3031.00
5177,Whitney Y. Hatfield,65,Lavasoft,Quality Assurance,4698.00
5189,Dominique R. Ward,54,Yahoo,Payroll,3305.00
5205,Kitra U. Rivers,49,Cakewalk,Legal Department,9787.00
5209,Lani C. Shannon,29,Lavasoft,Customer Relations,5174.00
5213,Leslie U. Orr,26,Finale,Tech Support,3327.00
5218,Florence C. Mcmillan,54,Microsoft,Asset Management,8111.00
5246,Lacey Z. Snow,56,Google,Finances,2391.00
5247,Xavier C. Giles,60,Microsoft,Human Resources,6094.00
5257,Jorden G. Estrada,63,Finale,Customer Service,4409.00
5260,Dolan L. Hines,34,Borland,Payroll,1601.00
5264,Audra L. Compton,57,Lycos,Asset Management,8192.00
5283,Bernard H. King,21,Chami,Human Resources,4260.00
5294,Chiquita L. Fischer,41,Google,Legal Department,8281.00
5296,Mohammad R. Hendricks,67,Lycos,Customer Relations,1639.00
5306,Alec W. Reynolds,57,Google,Research and Development,2547.00
5314,Ira V. Alford,48,Apple Systems,Tech Support,6682.00
5315,Lawrence L. Bray,67,Finale,Payroll,4062.00
5321,Anika M. Hart,70,Altavista,Media Relations,2922.00
5322,Cooper X. Glover,20,Lycos,Advertising,8046.00
5324,Bree L. David,29,Yahoo,Payroll,5336.00
5333,Azalia U. Patton,50,Chami,Human Resources,1971.00
5337,Jacob T. English,52,Borland,Accounting,3493.00
5347,Brody Y. Casey,53,Chami,Media Relations,6272.00
5356,Plato F. Webb,24,Cakewalk,Human Resources,8701.00
